Thot,Power,Qhot,Qcold,Efficiency,Reward,Regret,Battery Health,Energy Demand,Energy Demand Fulfilled
48.33330518267673,2.673184416443569,50.0,10.0,7.255344318195908,-6.492565155029297,7.218099594116211,100.0,7.69353468437776,2.781900405883789
47.214633000441694,2.628499919731738,50.0,10.0,6.982762687641817,-4.99036979675293,5.68864631652832,100.0,13.12026411323557,2.0048882961273193
57.314158113330876,3.596729856227446,50.0,10.0,7.14820763293538,-10.43406867980957,11.148889541625977,100.0,9.938400292865468,1.9713749885559082
45.20110234146361,3.0758816691489357,50.0,10.0,5.888597357264501,-6.651993274688721,7.2408528327941895,100.0,8.239639202550968,2.697547435760498
49.65188412939942,2.7250520298887335,50.0,10.0,7.466632062431064,-5.186064720153809,5.932727813720703,100.0,12.802651486697645,2.3069112300872803
51.46605262709273,2.6641014698683825,50.0,10.0,6.797325135143514,-10.079130172729492,10.758862495422363,100.0,6.185085562843285,2.0437891483306885
45.928003352911276,3.4850502935402825,50.0,10.0,6.55772072603706,-3.5312376022338867,4.187009811401367,100.0,11.93416489635997,1.9980759620666504
49.915900623858946,2.700787932739296,50.0,10.0,7.348457920250666,-8.585531234741211,9.320377349853516,100.0,6.425796239616192,2.6137876510620117
52.475022246681185,3.0144578314277473,50.0,10.0,6.761372544256584,-3.7240679264068604,4.400205135345459,100.0,11.63528357399031,2.0255908966064453
47.24112350556049,2.8409943059239073,50.0,10.0,6.431631384803184,-8.731277465820312,9.37444019317627,100.0,10.66363891156401,2.260843515396118
46.26906976244497,3.2230211207263073,50.0,10.0,7.144199268679009,-7.8184733390808105,8.532893180847168,100.0,9.474687715151433,2.1307458877563477
43.18693116937286,3.320267829177504,50.0,10.0,7.294289721682222,-6.327992916107178,7.057421684265137,100.0,11.781667881015519,2.4172658920288086
45.95231539081314,3.346414709295451,50.0,10.0,7.81486414666451,-8.509980201721191,9.29146671295166,100.0,10.344522617164351,2.490200996398926
54.90851201657094,3.719459705263993,50.0,10.0,7.344570064199061,-7.100254058837891,7.834711074829102,100.0,12.094975879576419,2.5098111629486084
56.47516227248507,2.7359716919497967,50.0,10.0,6.146587980714998,-8.690722465515137,9.305380821228027,100.0,8.88697165903097,2.789594888687134
52.53233936526529,2.916024188668652,50.0,10.0,5.9760784461602405,-6.237384796142578,6.834992408752441,100.0,9.999423110900024,2.051978826522827
47.27512975925069,3.1033175058005167,50.0,10.0,6.42461394405666,-7.169943332672119,7.812404632568359,100.0,6.503890058486312,2.1870181560516357
50.734658243856536,2.750803420514528,50.0,10.0,7.139060256814182,-3.462496042251587,4.1764020919799805,100.0,10.361063220382329,2.3274881839752197
48.116111615120055,2.6046362225041664,50.0,10.0,6.652257286878796,-7.632734298706055,8.29796028137207,100.0,12.095894309392701,2.0631027221679688
