Thot,Power,Qhot,Qcold,Efficiency,Reward,Regret,Battery Health,Energy Demand,Energy Demand Fulfilled
54.16864037657368,2.674563977918261,50.00020980834961,10.0,6.60555016569776,-7.228516578674316,7.889071464538574,99.99998474121094,10.752912024199434,2.110928773880005
55.39493609185576,2.9074557909514107,50.000404357910156,10.0,6.230542204008478,-8.124107360839844,8.747161865234375,99.99996948242188,10.485653078407692,2.0057499408721924
51.32677713663038,2.04133940756627,50.000606536865234,10.0,6.092614665000394,-7.695979118347168,8.305240631103516,99.99995422363281,8.577764359249157,2.1804120540618896
46.86411594392412,3.113106576558269,50.00076675415039,10.0,6.575515137090818,-6.389348983764648,7.046900749206543,99.99993896484375,8.684333951272798,1.5308637619018555
50.70603017811306,2.6185763077956277,50.001007080078125,10.0,7.201672179281908,-5.629549980163574,6.349717140197754,99.99992370605469,11.641801730045549,2.3346164226531982
42.92522427265324,2.6561429553672222,50.00120544433594,10.0,6.656013078020052,-9.012442588806152,9.678044319152832,99.99990844726562,5.588468312643336,1.9637571573257446
51.08919782650831,3.010201708720481,50.00139236450195,10.0,7.862509881282419,-2.8102757930755615,3.596526861190796,99.99989318847656,11.733597392032129,1.991941213607788
50.61707621359303,2.205759046562712,50.00161361694336,10.0,6.606093153901188,-8.815532684326172,9.476141929626465,99.9998779296875,11.879934376416344,2.257455587387085
49.25010979068884,3.0363521850094393,50.00178527832031,10.0,6.667710291598502,-9.558996200561523,10.225767135620117,99.99986267089844,11.762564692834903,1.6541672945022583
48.985637454172426,2.2045456605319362,50.00201416015625,10.0,6.852776601602771,-8.800224304199219,9.485502243041992,99.99984741210938,6.339552105787589,2.27706241607666
51.76991090967209,2.822290161842225,50.0021858215332,10.0,6.889774585780202,-3.99731707572937,4.6862945556640625,99.99983215332031,9.732920433144848,1.653257131576538
46.5958872756123,2.5706642122866263,50.00239181518555,10.0,6.519230844126205,-6.964461326599121,7.616384506225586,99.99981689453125,14.025990672360432,2.1165359020233154
56.6428850945838,2.8306133534952527,50.002593994140625,10.0,7.243128519126693,-11.373856544494629,12.098169326782227,99.99980163574219,9.354310996376544,1.927821159362793
