Thot,Power,Qhot,Qcold,Efficiency,Reward,Regret,Battery Health,Energy Demand,Energy Demand Fulfilled
48.624923586214166,3.0024546528307745,50.92860794067383,10.544293403625488,8.152987781246285,-8.306248664855957,9.12154769897461,99.92578887939453,5.4905193867256274,0.8784521818161011
48.18654783519281,2.308856850603608,51.873207092285156,11.09832763671875,6.940884943533071,-3.8974685668945312,4.591557025909424,99.85176086425781,10.37055922083566,0.8989625573158264
53.43545411146314,2.937212025037662,52.60567855834961,11.528484344482422,7.004029447270521,-8.988082885742188,9.688486099243164,99.77711486816406,14.35631941666139,0.6820736527442932
51.58721808123607,3.154421419092233,53.63145446777344,12.111316680908203,6.316031286942847,-12.973309516906738,13.604912757873535,99.69493865966797,10.568981126691577,0.7514063119888306
49.916906141913415,3.397492489154927,54.63610076904297,12.708050727844238,6.542318282573947,-8.99482536315918,9.649057388305664,99.62000274658203,10.451816741453223,0.9199238419532776
50.97717213945038,2.6339313009493517,55.716365814208984,13.356745719909668,6.761236344265606,-8.788899421691895,9.465023040771484,99.5451889038086,9.96712968042128,0.9867938160896301
50.05570273640862,2.851801820484887,56.55767059326172,13.86146068572998,6.620610477896919,-8.545119285583496,9.20718002319336,99.47003173828125,8.536074902808625,0.7599492073059082
47.468780547354775,2.9019447589395675,57.46475601196289,14.409139633178711,6.742488498808255,-7.036792755126953,7.711041450500488,99.39518737792969,10.679119476692705,0.8250330686569214
54.92939812197969,3.0766307740881227,58.39002990722656,14.969141960144043,7.10993617506796,-9.133088111877441,9.84408187866211,99.3201675415039,11.165870018995099,0.8350377082824707
48.723458769858844,2.2120924444663594,59.388946533203125,15.564606666564941,6.144250829956779,-9.68361759185791,10.298042297363281,99.2437744140625,10.198202327996425,0.8678277730941772
47.047177481519626,2.9073023816992345,60.09626388549805,15.992508888244629,6.926848145041443,-8.871710777282715,9.564395904541016,99.16854095458984,10.79341379877183,0.6338058710098267
47.48636934132247,2.6428684975087084,61.02339172363281,16.554790496826172,7.173650324348825,-9.240764617919922,9.9581298828125,99.093505859375,11.358273380624885,0.8352842330932617
48.79450720470622,2.669505878359992,61.86811447143555,17.066743850708008,7.107302678251055,-9.890690803527832,10.601421356201172,99.01830291748047,10.372329559405133,0.7568516731262207
49.71733178069557,2.681876323066716,62.71998596191406,17.583189010620117,6.916762138494315,-8.914341926574707,9.60601806640625,98.9432144165039,11.684578904772568,0.766311526298523
56.42349472707991,2.275424046718078,63.58039855957031,18.103801727294922,6.788377169730693,-10.241594314575195,10.920432090759277,98.86772918701172,12.409848400565417,0.7641468048095703
45.9332838693044,2.9652681199929796,64.36231994628906,18.563621520996094,5.981550799582432,-11.226133346557617,11.824288368225098,98.78687286376953,11.500795880915238,0.585559606552124
41.552898073157614,2.3660848435353,65.30801391601562,19.137948989868164,7.347613137355926,-9.914948463439941,10.649709701538086,98.71183013916016,4.699098145768287,0.8510862588882446
49.68039529496936,2.4675413605337555,66.0622329711914,19.597536087036133,8.122177168143626,-3.2086691856384277,4.0208868980407715,98.63682556152344,14.679567927233109,0.6782113313674927
45.42236477389872,2.5124288665174443,66.88815307617188,20.092220306396484,6.793424206795216,-13.34209156036377,14.02143383026123,98.55806732177734,9.257428881628357,0.6581341028213501
43.70507887455918,2.692932052110033,67.68876647949219,20.578859329223633,7.430260438442415,-7.792729377746582,8.535755157470703,98.48308563232422,11.892055878644575,0.7216742634773254
54.76295034871,2.642707553530824,68.54751586914062,21.100826263427734,7.722214641659406,-10.347198486328125,11.119420051574707,98.40805053710938,10.74487930830074,0.7726355195045471
49.531617303494805,2.7324295308868227,69.39717102050781,21.614360809326172,6.1629258075199775,-9.377689361572266,9.993982315063477,98.33240509033203,12.656275149493343,0.7508974671363831
43.62064375584543,2.585081658904161,70.2739486694336,22.14593505859375,6.813829597609102,-11.197547912597656,11.878931045532227,98.25690460205078,10.65381346207922,0.7773432731628418
53.81267956228724,2.844279729105082,71.09800720214844,22.647506713867188,7.737162291530211,-9.13862133026123,9.912337303161621,98.18190002441406,8.195414754393537,0.74147629737854
53.77089501622385,2.9700200051853307,72.00444030761719,23.197856903076172,6.271756075802724,-6.750777244567871,7.377953052520752,98.10691833496094,10.115721821320726,0.8174616098403931
47.54629774386314,2.748514716332506,72.95233917236328,23.773101806640625,6.276629762219299,-8.636218070983887,9.263880729675293,98.03182220458984,6.692625297978029,0.8518409729003906
61.87051534244537,2.447405261510899,73.82870483398438,24.307842254638672,7.09834447716934,-5.195987224578857,5.905821800231934,97.95680236816406,11.131493844057694,0.7868034839630127
55.43614753773276,2.9428105243173,74.65739440917969,24.799894332885742,5.454940824914432,-9.94294261932373,10.488436698913574,97.87712860107422,9.8921681901854,0.6430565118789673
34.769484495257146,2.7802868905592533,75.59697723388672,25.37010955810547,6.088085391761392,-8.439867973327637,9.048676490783691,97.802001953125,11.016821228409317,0.8434911966323853
44.479850498676164,2.8792258681555407,76.51847839355469,25.961017608642578,9.706787572477179,-9.327990531921387,10.29866886138916,97.72401428222656,13.164012232869268,0.7181520462036133
53.36399197346428,2.843700172407306,77.438232421875,26.524147033691406,7.587705359082644,-11.585301399230957,12.344072341918945,97.64884948730469,8.831739409045044,0.8199398517608643
40.90617586731925,3.0658473992968975,78.34489440917969,27.075824737548828,6.324489370432124,-7.383705139160156,8.016154289245605,97.5738296508789,11.811223889623516,0.815585196018219
48.70873853202802,2.631444306033482,79.34541320800781,27.710601806640625,8.250587908649644,-10.164693832397461,10.989752769470215,97.49703979492188,10.166479289318053,0.8214713931083679
48.175176446292014,2.970626773120358,80.18669891357422,28.228195190429688,6.928941503547248,-8.727557182312012,9.420451164245605,97.42181396484375,11.71482894517546,0.746027946472168
56.08401768351358,2.5136387444761485,81.13719940185547,28.813936233520508,7.005682695864356,-10.174099922180176,10.87466812133789,97.34652709960938,7.96455015088287,0.8401608467102051
51.75218489774871,2.6456700843737377,81.93954467773438,29.302961349487305,6.017757178248863,-6.643958568572998,7.245734214782715,97.27142333984375,8.901016397046357,0.7188160419464111
52.15572365509608,2.97280210910095,82.7867660522461,29.826560974121094,6.521463792626883,-7.503042221069336,8.15518856048584,97.19607543945312,10.384792025519078,0.745827853679657
45.37193613067485,2.64504538925269,83.73810577392578,30.41307258605957,6.47100598645463,-8.897361755371094,9.544462203979492,97.12078094482422,10.305890170691,0.8403306007385254
57.07986598943538,2.4524083051885954,84.61270141601562,30.97315788269043,7.4385188021946576,-8.87503719329834,9.618888854980469,97.04297637939453,9.370673108045166,0.687001645565033
50.93571210470185,2.645825779943974,85.3974380493164,31.452848434448242,5.91276791123627,-8.082215309143066,8.673492431640625,96.96768188476562,14.492303136849548,0.6971805691719055
48.34923571682966,2.7222429302330267,86.25286865234375,31.980527877807617,6.625999442321443,-13.094825744628906,13.757425308227539,96.89160919189453,8.107882202098484,0.7348772287368774
59.984141903071496,2.299123150682825,87.15760040283203,32.56158447265625,6.980461945182749,-6.711190223693848,7.409236431121826,96.81340789794922,10.03081651686177,0.6986459493637085
44.57138087579301,2.8935033207450482,87.89966583251953,33.01370620727539,5.626487089627238,-8.822450637817383,9.385099411010742,96.73746490478516,12.31529117934885,0.6457163095474243
53.84344956069258,2.7928075808573056,88.86443328857422,33.634315490722656,7.57212348750223,-10.821039199829102,11.578251838684082,96.65901184082031,6.435053628269,0.7370396256446838
40.94989938004953,3.120775158428547,89.79118347167969,34.22838592529297,6.268171945773432,-5.088296413421631,5.715113639831543,96.5809326171875,11.189111550395891,0.7199400663375854
